axis_lat,axis_lon,r2,rmse
-26.0,70.0,0.0008565013985498693,33.56947615852123
-26.0,72.0,0.0008591225353319354,33.56943212568383
-26.0,74.0,0.00085900179295062,33.569434154052985
-26.0,76.0,0.0008561896762508958,33.569481395183175
-26.0,78.0,0.000850746057778351,33.56957284307999
-26.0,80.0,0.000842739224119593,33.56970735023505
-26.0,82.0,0.0008322450846228735,33.56988364093554
-26.0,84.0,0.0008193465376860054,33.570100321928415
-26.0,86.0,0.0008041329879776571,33.57035589055064
-26.0,88.0,0.0007867000066619223,33.570648740458104
-26.0,90.0,0.0007671491257431606,33.57097716510248
-26.0,92.0,0.0007455877569868541,33.571339359116045
-26.0,94.0,0.0007221292253556388,33.57173341777349
-26.0,96.0,0.0006968929064538054,33.57215733470709
-26.0,98.0,0.0006700044570379093,33.57260899805911
-26.0,100.0,0.0006415961271051263,33.57308618526422
-26.0,102.0,0.0006118071414309423,33.57358655666592
-26.0,104.0,0.000580784137561019,33.57410764818485
-26.0,106.0,0.0005486816462109134,33.5746468632751
-26.0,108.0,0.0005156625986939556,33.575201464426584
-26.0,110.0,0.0004818988444232897,33.57576856449798
-24.0,40.0,0.0005707617204769866,33.57427599238973
-24.0,42.0,0.0006121133454498606,33.57358141333523
-24.0,44.0,0.0006518819292292699,33.57291341090799
-24.0,46.0,0.0006897956545501849,33.57227655260645
-24.0,48.0,0.0007256157496294824,33.571674851097995
-24.0,50.0,0.000759135935422095,33.57111177341211
-24.0,52.0,0.0007901813591780771,33.570590258768426
-24.0,54.0,0.000818607124825288,33.57011274318539
-24.0,56.0,0.0008442965251300727,33.56968118910827
-24.0,58.0,0.0008671590718236644,33.56929711844168
-24.0,60.0,0.0008871284090523623,33.56896164755292
-24.0,62.0,0.000904160183631153,33.56867552301159
-24.0,64.0,0.000918229933449477,33.56843915703431
-24.0,66.0,0.0009293310436266911,33.56825266180045
-24.0,68.0,0.0009374728090868478,33.56811588198828
-24.0,70.0,0.0009426786323976089,33.56802842504587
-24.0,72.0,0.0009449843771397459,33.56798968885524
-24.0,74.0,0.0009444368898069433,33.56799888657025
-24.0,76.0,0.0009410926972274192,33.56805506850996
-24.0,78.0,0.0009350168816660842,33.56815714107034
-24.0,80.0,0.0009262821320038528,33.56830388268041
-24.0,82.0,0.0009149679665239052,33.56849395687762
-24.0,84.0,0.000901160120759692,33.56872592261164
-24.0,86.0,0.0008849500923842069,33.56899824191123
-24.0,88.0,0.0008664348341399508,33.56930928506487
-24.0,90.0,0.0008457165851863957,33.56965733347689
-24.0,92.0,0.0008229028308480713,33.57004058036715
-24.0,94.0,0.0007981063804956001,33.57045712948667
-24.0,96.0,0.000771445553087835,33.570904992025305
-24.0,98.0,0.000743044459651232,33.57138208189143
-24.0,100.0,0.000713033371641747,33.5718862095495
-24.0,102.0,0.0006815491636055215,33.57241507461004
-24.0,104.0,0.0006487358178481895,33.57296625737857
-24.0,106.0,0.0006147449778310943,33.57353720958645
-24.0,108.0,0.0005797365357496087,33.57412524454792
-24.0,110.0,0.0005438792381765589,33.57472752701389
-22.0,40.0,0.0006443799463334843,33.57303942452874
-22.0,42.0,0.0006879588661723446,33.57230740645883
-22.0,44.0,0.0007297141687605535,33.571606005674894
-22.0,46.0,0.0007693809249219585,33.57093967448103
-22.0,48.0,0.0008067288552831009,33.570312283361716
-22.0,50.0,0.0008415613971569647,33.569727136557155
-22.0,52.0,0.0008737142827242028,33.56918699585622
-22.0,54.0,0.0009030537457599408,33.56869411063958
-22.0,56.0,0.0009294744659776866,33.56825025234232
-22.0,58.0,0.0009528973490700032,33.56785675168863
-22.0,60.0,0.0009732672278605081,33.56751453726404
-22.0,62.0,0.0009905505566967232,33.567224174212605
-22.0,64.0,0.0010047331580582686,33.56698590206753
-22.0,66.0,0.001015818067939378,33.566799670931985
-22.0,68.0,0.0010238235152532082,33.56666517541671
-22.0,70.0,0.0010287810605479342,33.56658188590822
-22.0,72.0,0.0010307339108018843,33.566549076884925
-22.0,74.0,0.0010297354199721998,33.56656585211725
-22.0,76.0,0.0010258477792508547,33.56663116668464
-22.0,78.0,0.0010191408964802529,33.56674384581746
-22.0,80.0,0.0010096914607840013,33.5669026006297
-22.0,82.0,0.0009975821859787848,33.56710604084966
-22.0,84.0,0.0009829012246190816,33.56735268468528
-22.0,86.0,0.0009657417434129068,33.56764096597941
-22.0,88.0,0.0009462016500889625,33.56796923882115
-22.0,90.0,0.0009243834614780511,33.56833577978558
-22.0,92.0,0.0009003943024579186,33.56873878797527
-22.0,94.0,0.0008743460254072577,33.56917638303784
-22.0,96.0,0.0008463554398391304,33.56964660133294
-22.0,98.0,0.0008165446418316735,33.570147390423315
-22.0,100.0,0.0007850414327176258,33.570676602066925
-22.0,102.0,0.0007519798161260693,33.571231983893526
-22.0,104.0,0.0007175005618800245,33.571811169958785
-22.0,106.0,0.000681751824380572,33.572411670383886
-22.0,108.0,0.0006448898019002502,33.573030860308506
-22.0,110.0,0.0006070794216838094,33.57366596841081
-20.0,40.0,0.0007195149781028531,33.571777331862364
-20.0,42.0,0.0007651039433170803,33.57101152082714
-20.0,44.0,0.0008086351302520889,33.570280260389595
-20.0,46.0,0.0008498524186438816,33.56958785539031
-20.0,48.0,0.0008885356497922992,33.56893800676698
-20.0,50.0,0.0009244993198395113,33.568333833400125
-20.0,52.0,0.0009575908166246094,33.56777790163683
-20.0,54.0,0.0009876883222447175,33.56727226044278
-20.0,56.0,0.0010146984928062208,33.56681848031073
-20.0,58.0,0.0010385540137906046,33.56641769427217
-20.0,60.0,0.0010592111152033512,33.56607063959767
-20.0,62.0,0.001076647116211138,33.565777699014056
-20.0,64.0,0.0010908580550392788,33.565538940500346
-20.0,66.0,0.001101856447025873,33.56535415494019
-20.0,68.0,0.0011096692022461996,33.565222891101946
-20.0,70.0,0.0011143357241878427,33.565144487583964
-20.0,72.0,0.0011159062026100397,33.565118101503074
-20.0,74.0,0.0011144401069322907,33.56514273381868
-20.0,76.0,0.0011100048811117924,33.565217251275165
-20.0,78.0,0.0011026748368718753,33.56534040501442
-20.0,80.0,0.0010925302391358027,33.56551084596124
-20.0,82.0,0.0010796565754245258,33.565727137119225
-20.0,84.0,0.0010641439996372792,33.5659877629379
-20.0,86.0,0.0010460869398659645,33.5662911359246
-20.0,88.0,0.0010255838595609745,33.56663560068039
-20.0,90.0,0.0010027371613324787,33.56701943553996
-20.0,92.0,0.0009776532228267243,33.56744085199289
