latitude,longitude,mach_m
75,-95.0,0.150064
75,-90.0,0.155004
75,-85.0,0.150591
75,-80.0,0.150121
75,-75.0,0.149314
75,-70.0,0.147766
75,-65.0,0.149731
75,-60.0,0.148327
75,-55.0,0.151018
75,-50.0,0.148915
75,-45.0,0.149692
75,-40.0,0.148118
75,-35.0,0.14672
75,-30.0,0.147787
75,-25.0,0.146596
75,-20.0,0.147165
75,-15.0,0.148961
75,-10.0,0.151459
75,-5.0,0.152254
75,0.0,0.149961
75,5.0,0.152826
75,10.0,0.152644
75,15.0,0.153075
75,20.0,0.151638
75,25.0,0.152568
75,30.0,0.150384
75,35.0,0.1552
75,40.0,0.15126
75,45.0,0.15104
75,50.0,0.152777
75,55.0,0.15221
75,60.0,0.152416
75,65.0,0.149905
75,70.0,0.151105
75,75.0,0.155202
75,80.0,0.15337
75,85.0,0.150372
75,90.0,0.148168
75,95.0,0.143375
75,100.0,0.14283
75,105.0,0.140527
75,110.0,0.141815
75,115.0,0.139208
75,120.0,0.13864
75,125.0,0.141706
75,130.0,0.141412
75,135.0,0.137835
75,140.0,0.136939
75,145.0,0.137516
75,150.0,0.13923
75,155.0,0.137653
75,160.0,0.141055
75,165.0,0.1408
75,170.0,0.141501
75,175.0,0.141149
80,-180.0,0.134591
80,-175.0,0.136596
80,-170.0,0.140312
80,-165.0,0.143519
80,-160.0,0.14642
80,-155.0,0.143825
80,-150.0,0.142122
80,-145.0,0.143563
80,-140.0,0.143897
80,-135.0,0.144899
80,-130.0,0.147604
80,-125.0,0.147358
80,-120.0,0.147298
80,-115.0,0.148353
80,-110.0,0.149222
80,-105.0,0.150295
80,-100.0,0.153191
80,-95.0,0.153794
80,-90.0,0.155509
80,-85.0,0.154069
80,-80.0,0.152818
80,-75.0,0.151531
80,-70.0,0.152678
80,-65.0,0.153722
80,-60.0,0.150202
80,-55.0,0.152751
80,-50.0,0.153322
80,-45.0,0.153626
80,-40.0,0.150927
80,-35.0,0.151055
80,-30.0,0.148149
80,-25.0,0.149495
80,-20.0,0.149057
80,-15.0,0.154465
80,-10.0,0.154381
80,-5.0,0.157861
80,0.0,0.156794
80,5.0,0.15394
80,10.0,0.149702
80,15.0,0.150079
80,20.0,0.146716
80,25.0,0.144083
80,30.0,0.142915
80,35.0,0.142358
80,40.0,0.140122
80,45.0,0.142046
80,50.0,0.141177
80,55.0,0.142092
80,60.0,0.14253
80,65.0,0.143015
80,70.0,0.140833
80,75.0,0.140855
80,80.0,0.139775
80,85.0,0.140582
80,90.0,0.137489
80,95.0,0.13847
80,100.0,0.137006
80,105.0,0.138393
80,110.0,0.137547
80,115.0,0.135936
80,120.0,0.135341
80,125.0,0.133387
80,130.0,0.133814
80,135.0,0.135288
80,140.0,0.134061
80,145.0,0.131644
80,150.0,0.132789
80,155.0,0.132676
80,160.0,0.130712
80,165.0,0.13189
80,170.0,0.133445
80,175.0,0.133961
85,-180.0,0.138899
85,-175.0,0.139576
85,-170.0,0.138492
85,-165.0,0.138953
85,-160.0,0.138171
85,-155.0,0.138295
85,-150.0,0.137932
85,-145.0,0.136085
85,-140.0,0.137117
85,-135.0,0.136269
85,-130.0,0.138814
85,-125.0,0.136674
85,-120.0,0.138747
85,-115.0,0.137869
85,-110.0,0.137559
85,-105.0,0.139664
85,-100.0,0.140653
85,-95.0,0.142261
85,-90.0,0.141536
85,-85.0,0.143066
85,-80.0,0.142803
85,-75.0,0.144435
85,-70.0,0.144947
85,-65.0,0.144108
85,-60.0,0.145643
85,-55.0,0.144717
85,-50.0,0.145789
85,-45.0,0.143997
85,-40.0,0.145365
85,-35.0,0.142002
85,-30.0,0.145464
85,-25.0,0.140284
85,-20.0,0.140719
85,-15.0,0.139936
85,-10.0,0.137663
85,-5.0,0.138014
85,0.0,0.136924
85,5.0,0.138159
85,10.0,0.134704
85,15.0,0.134015
85,20.0,0.135492
85,25.0,0.133805
85,30.0,0.134029
85,35.0,0.132623
85,40.0,0.132721
85,45.0,0.13213
85,50.0,0.132846
85,55.0,0.13357
85,60.0,0.133669
85,65.0,0.137267
85,70.0,0.134507
85,75.0,0.135524
85,80.0,0.134981
85,85.0,0.136397
85,90.0,0.136997
85,95.0,0.140609
85,100.0,0.136278
85,105.0,0.140046
85,110.0,0.139873
85,115.0,0.14111
85,120.0,0.137174
85,125.0,0.138649
85,130.0,0.13835
85,135.0,0.137175
85,140.0,0.13575
85,145.0,0.137405
85,150.0,0.139091
85,155.0,0.138969
85,160.0,0.138347
85,165.0,0.139865
85,170.0,0.13789
85,175.0,0.137841
